	strings	type
1400	delegated power to	kb
1401	delivered	kb
1402	delivered films for	kb
1403	delivers performance in	kb
1404	demonstrated	kb
1405	demonstrated versatility with	kb
1406	demos for	kb
1407	denied	kb
1408	denied admission to	kb
1409	denotes	kb
1410	departed from	kb
1411	depended on	kb
1412	depicted	kb
1413	depicted in	kb
1414	depicted in the film as	kb
1415	depicted with	kb
1416	depicting activities during	kb
1417	depicts	kb
1418	depicts life of	kb
1419	depicts operations of	kb
1420	depicts romance between	kb
1421	depicts the life of	kb
1422	deplored	kb
1423	deported	kb
1424	deposed	kb
1425	deposed by	kb
1426	deposed in	kb
1427	deposition by	kb
1428	deprived by	kb
1429	deprived for	kb
1430	deputy for	kb
1431	deputy head of	kb
1432	deputy mayor of	kb
1433	deputy to	kb
1434	derive	kb
1435	derived from	kb
1436	derived its name from	kb
1437	derived its plot from	kb
1438	descendant of	kb
1439	descendants include	kb
1440	descendants of	kb
1441	descended from	kb
1442	descends from	kb
1443	described	kb
1444	described as	kb
1445	described as evoking	kb
1446	described by	kb
1447	described her life for the year of	kb
1448	described his policies as	kb
1449	described in	kb
1450	described rao as	kb
1451	described relationship with	kb
1452	describes	kb
1453	desecrated	kb
1454	design was submitted by	kb
1455	designated	kb
1456	designated as	kb
1457	designed	kb
1458	designed by	kb
1459	designed for	kb
1460	designed sets for	kb
1461	designed to enhance	kb
1462	designed using	kb
1463	designs	kb
1464	desired to produce	kb
1465	desperate to discover	kb
1466	destination of	kb
1467	destroyed	kb
1468	detailed	kb
1469	details	kb
1470	details the production of	kb
1471	developed	kb
1472	developed at	kb
1473	developed by	kb
1474	developed in	kb
1475	developed into	kb
1476	developing	kb
1477	developing and producing projects for	kb
1478	develops	kb
1479	devised by	kb
1480	devolved on	kb
1481	devolved upon	kb
1482	devoted	kb
1483	devoted herself to	kb
1484	devoted himself to	kb
1485	devoted to	kb
1486	diagnosed with	kb
1487	diameter	kb
1488	did	kb
1489	did concerts with	kb
1490	did filming and production in	kb
1491	did homage to	kb
1492	did music direction for	kb
1493	did music direction with lyrics by	kb
1494	did musical score for	kb
1495	did not accept	kb
1496	did not achieve	kb
1497	did not appear in	kb
1498	did not contain	kb
1499	did not enter	kb
1500	did not formally regain the title of king until	kb
1501	did not make another appearance in	kb
1502	did not offer to	kb
1503	did percussion on	kb
1504	did production design for	kb
1505	did schooling from	kb
1506	did the editing for	kb
1507	did the most for the morale of	kb
1508	died	kb
1509	died aboard	kb
1510	died about	kb
1511	died after	kb
1512	died against	kb
1513	died at	kb
1514	died at age	kb
1515	died at the age of	kb
1516	died at the siege of	kb
1517	died before	kb
1518	died before the restitution  aged	kb
1519	died between	kb
1520	died childless on	kb
1521	died circa	kb
1522	died during	kb
1523	died during the shoot of	kb
1524	died fighting under the leadership of	kb
1525	died from	kb
1526	died in	kb
1527	died in or near	kb
1528	died leaving	kb
1529	died near	kb
1530	died of	kb
1531	died on	kb
1532	died only a few weeks later after	kb
1533	died out	kb
1534	died out at the death of	kb
1535	died outside	kb
1536	died ten days after	kb
1537	died under	kb
1538	died unmarried in	kb
1539	died while covering	kb
1540	died with	kb
1541	died within a few days of	kb
1542	died without	kb
1543	directed	kb
1544	directed 26 episodes of	kb
1545	directed an episode of	kb
1546	directed and enacted by	kb
1547	directed and produced by	kb
1548	directed and written by	kb
1549	directed as many	kb
1550	directed between	kb
1551	directed by	kb
1552	directed episode of	kb
1553	directed episodes of	kb
1554	directed expedition against	kb
1555	directed films between	kb
1556	directed films for	kb
1557	directed films in	kb
1558	directed films since	kb
1559	directed films starring	kb
1560	directed for	kb
1561	directed his last film in	kb
1562	directed in	kb
1563	directed last film in	kb
1564	directed more than	kb
1565	directed movies between	kb
1566	directed over	kb
1567	directed primarily in	kb
1568	directed productions at	kb
1569	directed segment of	kb
1570	directed the final episode of	kb
1571	directed the web spinoff called	kb
1572	directed theatrical productions in	kb
1573	directing	kb
1574	director and screenwriter of	kb
1575	director from	kb
1576	director is	kb
1577	director of	kb
1578	director of photography	kb
1579	director s seat given to	kb
1580	director to	kb
1581	directorial debut with	kb
1582	directs	kb
1583	directs films in	kb
1584	disagreement with	kb
1585	disappearance inspired	kb
1586	disappeared before	kb
1587	disappeared from	kb
1588	disappeared from history in	kb
1589	disappeared in	kb
1590	disbanded in	kb
1591	discharges into	kb
1592	discontinued paper and ink publication in	kb
1593	discover	kb
1594	discovered	kb
1595	discovered by	kb
1596	discovered in	kb
1597	discovered on	kb
1598	discovered properties of	kb
1599	discuss	kb
1600	discusses	kb
1601	disembarked at	kb
1602	disguises himself as	kb
1603	disliked	kb
1604	dismissed	kb
1605	dismissed from	kb
1606	dismissed in	kb
1607	dismissed on	kb
1608	disowned by	kb
1609	dispatched	kb
1610	dispensation on	kb
1611	displayed in	kb
1612	disputed with	kb
1613	disseminates knowledge on	kb
1614	dissertation from	kb
1615	dissolved	kb
1616	dissolved into	kb
1617	distance from central business district	kb
1618	distanced himself from	kb
1619	distant cousin of	kb
1620	distinguished for services in the reign of	kb
1621	distributed	kb
1622	distributed by	kb
1623	distributed in	kb
1624	distributed on	kb
1625	distributed primarily as	kb
1626	distributed through	kb
1627	distributed to	kb
1628	distributed to subscribers of	kb
1629	distribution by	kb
1630	distributor of	kb
1631	divided	kb
1632	divided by	kb
1633	divided into	kb
1634	divided the country between	kb
1635	divided the duchies of	kb
1636	divided the duchies with	kb
1637	divorced	kb
1638	divorced in	kb
1639	doctor of law in	kb
1640	documentaries topics include	kb
1641	documentary by	kb
1642	documentary featured	kb
1643	documented	kb
1644	documents	kb
1645	documents the recording of	kb
1646	does not appear with	kb
1647	does not play	kb
1648	does not share country code with	kb
1649	does research in	kb
1650	doing research for	kb
1651	dominated	kb
1652	dominated by	kb
1653	dominated trade between	kb
1654	donated	kb
1655	donated home for	kb
1656	donated inheritance to	kb
1657	donated money in memory of	kb
1658	donated parts of the proceeds to	kb
1659	donated to	kb
1660	donates a portion of every sale to	kb
1661	doubling in	kb
1662	drafted	kb
1663	drafted at pick	kb
1664	drafted in	kb
1665	drafted into	kb
1666	drains into	kb
1667	dramatization of life in	kb
1668	dramatizes	kb
1669	dramatizes the fate of	kb
1670	draws	kb
1671	draws its members from	kb
1672	draws on	kb
1673	draws songs from	kb
1674	dreamed	kb
1675	drew heavily on	kb
1676	driven into	kb
1677	driven to	kb
1678	driver of	kb
1679	driving a	kb
1680	driving with	kb
1681	dropped out as director for	kb
1682	drummer of	kb
1683	dubbed	kb
1684	dubbed films into	kb
1685	dubbed in	kb
1686	duchess consort of	kb
1687	duchess in	kb
1688	duchess of	kb
1689	duchess of westminster	kb
1690	dug out	kb
1691	duke in	kb
1692	duke of	kb
1693	duke of swabia from	kb
1694	dukedome was recreated for	kb
1695	during	kb
1696	during the reign of	kb
1697	each contains	kb
1698	each issue in	kb
1699	earl of	kb
1700	earlier married to	kb
1701	earlier than	kb
1702	earned	kb
1703	earned a	kb
1704	earned a degree from	kb
1705	earned by	kb
1706	earned certification from	kb
1707	earned critical acclaim for	kb
1708	earned degree at	kb
1709	earned degree from	kb
1710	earned over	kb
1711	earned phd at	kb
1712	east of	kb
1713	edited	kb
1714	edited a local student magazine in	kb
1715	edited and directed by	kb
1716	edited and published by	kb
1717	edited by	kb
1718	edited down by	kb
1719	edited work of	kb
1720	editing by	kb
1721	editing handled by	kb
1722	editor	kb
1723	editor is	kb
1724	editor of	kb
1725	educated	kb
1726	educated at	kb
1727	educated in	kb
1728	efforts to start	kb
1729	eighth film adaptation of	kb
1730	eighth film in	kb
1731	elder brother of	kb
1732	eldest child of	kb
1733	eldest son of	kb
1734	eldest son took part in	kb
1735	elected a fellow of	kb
1736	elected as	kb
1737	elected as deputy mayor in	kb
1738	elected as director of	kb
1739	elected as fellow of	kb
1740	elected as part of	kb
1741	elected as president of	kb
1742	elected by	kb
1743	elected for	kb
1744	elected from	kb
1745	elected in	kb
1746	elected king of	kb
1747	elected member of parliament for	kb
1748	elected member of parliament in	kb
1749	elected mp for	kb
1750	elected on	kb
1751	elected to	kb
1752	elected to parliament in	kb
1753	elected to succeed	kb
1754	elected wong as fellow in	kb
1755	election campaign in	kb
1756	elector of	kb
1757	elevated	kb
1758	elevated himself to	kb
1759	elevated to	kb
1760	elevated to the mayor rank in	kb
1761	eliminated	kb
1762	embarked on	kb
1763	embarked on tour with	kb
1764	embrace	kb
1765	emerged in	kb
1766	emerged victorious in	kb
1767	emigrant ship sinks on its way to	kb
1768	emigrated from	kb
1769	emigrated in	kb
1770	emigrated to	kb
1771	emir of	kb
1772	emphasized	kb
1773	employed	kb
1774	employed by	kb
1775	employers in	kb
1776	empties into	kb
1777	enabled	kb
1778	enables	kb
1779	enacted at	kb
1780	enacted by	kb
1781	enacted on	kb
1782	encompasses	kb
1783	encountered by	kb
1784	encounters	kb
1785	encouraged	kb
1786	encouraged by	kb
1787	endeavoured to reach	kb
1788	ended	kb
1789	ended by	kb
1790	ended career in	kb
1791	ended in	kb
1792	enforced peace amongst	kb
1793	enforces compliance with	kb
1794	engaged in	kb
1795	engaged in battle with	kb
1796	engaged in collaborations with	kb
1797	engaged to	kb
1798	engaged with	kb
1799	english title	kb
1800	english translation of	kb
1801	enjoyed	kb
1802	enjoyed appearing at	kb
1803	enjoyed by audiences when released by	kb
1804	enjoyed success with	kb
1805	enjoyed support from	kb
1806	enjoyed the title	kb
1807	enlisted for	kb
1808	enlisted in	kb
1809	enlisted support from	kb
1810	enriched	kb
1811	enriched by	kb
1812	enrolled at	kb
1813	enrolled in	kb
1814	enrolled into	kb
1815	entailed	kb
1816	entered	kb
1817	entered a royal marriage with	kb
1818	entered film in	kb
1819	entered film into	kb
1820	entered in	kb
1821	entered into	kb
1822	entered monkhood in	kb
1823	entered politics in	kb
1824	entered the film industry in	kb
1825	entertained at	kb
1826	entitled in	kb
1827	entombed in	kb
1828	entombs	kb
1829	entrusted to	kb
1830	entry for	kb
1831	episode	kb
1832	episode of	kb
1833	eponymous ancestor of	kb
1834	equaled height with	kb
1835	equivalent	kb
1836	equivalent to	kb
1837	erroneously identified with	kb
1838	erroneously states in her memoirs that	kb
1839	escaped	kb
1840	escaped from	kb
1841	escaped in	kb
1842	escaped to	kb
1843	escapes with	kb
1844	escorting	kb
1845	established	kb
1846	established a base at	kb
1847	established as	kb
1848	established at	kb
1849	established branches at	kb
1850	established by	kb
1851	established himself as	kb
1852	established himself in	kb
1853	established in	kb
1854	established on	kb
1855	establishes right to the land through	kb
1856	estimated	kb
1857	estranged wife of	kb
1858	european touring car champion in	kb
1859	evacuated	kb
1860	evangelized	kb
1861	events retold in	kb
1862	events take place before	kb
1863	eventually released in	kb
1864	evolved	kb
1865	evolved through	kb
1866	evolved towards	kb
1867	examined	kb
1868	examined in	kb
1869	examined issues in	kb
1870	examines	kb
1871	excavated by	kb
1872	exchanged after	kb
1873	excluded from state affairs by	kb
1874	excommunicated	kb
1875	executed	kb
1876	executed by	kb
1877	executed for	kb
1878	executed on	kb
1879	executive produced by	kb
1880	executive producer	kb
1881	executive producer of	kb
1882	executive producer on	kb
1883	executive producers include	kb
1884	executive producers on album were	kb
1885	exerted influence in	kb
1886	exerted influence on	kb
1887	exhibited at	kb
1888	exhibited in	kb
1889	exhibited with	kb
1890	exhibits works of	kb
1891	exiled	kb
1892	exiled for	kb
1893	exiled in	kb
1894	exiled to	kb
1895	existed from	kb
1896	existed initially as	kb
1897	existed until	kb
1898	exists as	kb
1899	exists at	kb
1900	exists till	kb
1901	exited the billboard top 40 in	kb
1902	expanded	kb
1903	expanded by	kb
1904	expanded duchy to	kb
1905	expanded her talents into	kb
1906	expanded his rule into	kb
1907	expanded in	kb
1908	expanded into	kb
1909	expanded north into	kb
1910	expanded role in	kb
1911	expanded south toward	kb
1912	expanded to include	kb
1913	expelled	kb
1914	experienced	kb
1915	experienced rebellion between	kb
1916	experiences	kb
1917	experimented with	kb
1918	experimenting on	kb
1919	expert in	kb
1920	explains	kb
1921	explore	kb
1922	explored	kb
1923	explored the boundaries between	kb
1924	explored the life of	kb
1925	explored using	kb
1926	explores	kb
1927	explores lives of	kb
1928	explores representations of	kb
1929	explores themes of	kb
1930	expose	kb
1931	expressed disappointment with	kb
1932	expressed interest in	kb
1933	expresses love for	kb
1934	extended	kb
1935	extended from	kb
1936	extended power over	kb
1937	fabricated by	kb
1938	faced civil war with	kb
1939	faced off against	kb
1940	faced threats from	kb
1941	faces	kb
1942	factory located in	kb
1943	failed in attempt to persuade	kb
1944	failed in attempts to get	kb
1945	failed to exploit	kb
1946	failed to repay	kb
1947	fall into	kb
1948	falls in love with	kb
1949	falls into	kb
1950	famed as	kb
1951	famous for	kb
1952	famous for her role as	kb
1953	famous friend and lover of	kb
1954	famous in	kb
1955	famous movie role was in	kb
1956	fatally wounded	kb
1957	father	kb
1958	father died in	kb
1959	father in law of	kb
1960	father is	kb
1961	father of	kb
1962	father s name is	kb
1963	father s name was	kb
1964	father s second cousin of	kb
1965	father was	kb
